id,name,description,basePrice,priceVariance,volume,category,kind,type,tradeable,cargoHoldable,capitalShipMountable,nonRepurchase,tagsPipe,attrsJson,sellable
tg_066,그래핀 배터리,에너지 밀도가 극대화된 휴대용 충전팩.,3622,30,2,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F3,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":2050,""baseSellPrice"":5193,""baseProfit"":3143}",true
tg_067,플라즈마 코어,고압의 에너지를 담고 있는 산업용 동력원.,41000,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F4|dst_F2,"{""tradeRoute"":true,""srcFactionCode"":""F2"",""dstFactionCode"":""F4"",""srcRegion"":""S"",""dstRegion"":""N"",""baseBuyPrice"":24600,""baseSellPrice"":57400,""baseProfit"":32800}",true
tg_068,극저온 산소,액체 상태로 압축된 호흡 및 엔진 연소용 산소.,1201,30,2,food,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F2"",""dstFactionCode"":""F3"",""srcRegion"":""S"",""dstRegion"":""E"",""baseBuyPrice"":670,""baseSellPrice"":1731,""baseProfit"":1061}",true
tg_069,태양광 패널,외곽 행성 기지의 보조 전력을 생산하는 집광판.,12614,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F2"",""srcRegion"":""E"",""dstRegion"":""S"",""baseBuyPrice"":7500,""baseSellPrice"":17727,""baseProfit"":10227}",true
tg_070,방사성 동위원소,장기간 안정적인 전력을 공급하는 원자력 원료.,34221,30,3,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F4|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":19100,""baseSellPrice"":49342,""baseProfit"":30242}",true
tg_071,무선 충전 스테이션,차량 및 로봇을 자동 충전하는 대형 플랫폼.,18765,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":11600,""baseSellPrice"":25929,""baseProfit"":14329}",true
tg_072,고체 산화물 전지,비상 상황에서 즉시 가동 가능한 보조 전원.,9584,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F2"",""srcRegion"":""E"",""dstRegion"":""S"",""baseBuyPrice"":5750,""baseSellPrice"":13417,""baseProfit"":7667}",true
tg_073,전력 어댑터,서로 다른 행성간 전력 규격을 맞춰주는 변환기.,2659,30,2,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F2"",""dstFactionCode"":""F3"",""srcRegion"":""S"",""dstRegion"":""E"",""baseBuyPrice"":1500,""baseSellPrice"":3818,""baseProfit"":2318}",true
tg_074,초고압 축전기,대량의 에너지를 짧은 시간에 방출하는 장치.,16059,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F2,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":10250,""baseSellPrice"":21867,""baseProfit"":11617}",true
tg_075,반도체 정류기,에너지 흐름을 한 방향으로 제어하는 전력 소자.,5052,30,2,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F2,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":3140,""baseSellPrice"":6963,""baseProfit"":3823}",true
tg_076,대기 정화기,거주 불가능한 행성의 공기를 정화하는 대형 모듈.,136637,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F1"",""srcRegion"":""N"",""dstRegion"":""W"",""baseBuyPrice"":75150,""baseSellPrice"":198123,""baseProfit"":122973}",true
tg_077,토양 중화탄,행성 표면의 화학적 구성을 바꾸는 대량 살포용 탄.,10349,30,3,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F2"",""dstFactionCode"":""F1"",""srcRegion"":""S"",""dstRegion"":""W"",""baseBuyPrice"":6050,""baseSellPrice"":14647,""baseProfit"":8597}",true
tg_078,중력 발생기,인공적으로 지구와 유사한 중력을 형성하는 기기.,181084,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":102500,""baseSellPrice"":259667,""baseProfit"":157167}",true
tg_079,가속 레일,레일건의 탄환을 가속시키는 전자기 유도 레일.,47035,30,3,weapon,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":28350,""baseSellPrice"":65720,""baseProfit"":37370}",true
tg_080,함선 장갑판,적의 포격을 견디는 고강도 복합 티타늄 장갑.,40287,30,3,weapon,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":23850,""baseSellPrice"":56724,""baseProfit"":32874}",true
tg_081,유도 미사일,적 기지를 정밀 타격하는 지대공/지대지 무기.,70813,30,3,weapon,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F2"",""dstFactionCode"":""F4"",""srcRegion"":""S"",""dstRegion"":""N"",""baseBuyPrice"":41200,""baseSellPrice"":100425,""baseProfit"":59225}",true
tg_082,실드 벨트,착용자를 투사체로부터 보호하는 개인용 방어막.,32232,30,3,weapon,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F2"",""dstFactionCode"":""F4"",""srcRegion"":""S"",""dstRegion"":""N"",""baseBuyPrice"":18050,""baseSellPrice"":46414,""baseProfit"":28364}",true
tg_083,통신 암호기,군사 기밀을 탈취당하지 않도록 보호하는 암호기.,59421,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":34150,""baseSellPrice"":84692,""baseProfit"":50542}",true
tg_084,전술 드론 본체,자동 추적 및 공격 기능이 탑재된 비행 드론.,99803,30,3,weapon,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":57950,""baseSellPrice"":141656,""baseProfit"":83706}",true
tg_085,플라즈마 탄환,에너지 화기에서 소모되는 고밀도 전하 탄환.,1867,30,2,weapon,trade_good,trade_route,true,true,false,false,trade_route|src_F4|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F1"",""srcRegion"":""N"",""dstRegion"":""W"",""baseBuyPrice"":1030,""baseSellPrice"":2704,""baseProfit"":1674}",true
tg_086,강화 외골격,신체 능력을 증강시켜 중량물을 다루게 돕는 슈트.,141646,30,3,weapon,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F2"",""srcRegion"":""N"",""dstRegion"":""S"",""baseBuyPrice"":83700,""baseSellPrice"":199592,""baseProfit"":115892}",true
tg_087,레이저 발진기,대형 함포의 주 에너지원이 되는 광선 발진 모듈.,191838,30,3,weapon,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":113300,""baseSellPrice"":270375,""baseProfit"":157075}",true
tg_088,ECM 장치,적의 레이더와 미사일 유도를 교란하는 전자전기.,90167,30,3,weapon,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":54100,""baseSellPrice"":126233,""baseProfit"":72133}",true
tg_089,우주 기뢰,특정 항로에 매설하여 접근을 차단하는 무기.,122378,30,3,weapon,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F1"",""srcRegion"":""N"",""dstRegion"":""W"",""baseBuyPrice"":70850,""baseSellPrice"":173905,""baseProfit"":103055}",true
tg_090,휴대용 핵폭탄,소형이지만 행성 기지 하나를 파괴하는 위력의 폭탄.,302759,30,3,weapon,trade_good,trade_route,true,true,false,false,trade_route|src_F4|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F2"",""srcRegion"":""N"",""dstRegion"":""S"",""baseBuyPrice"":154600,""baseSellPrice"":450917,""baseProfit"":296317}",true
tg_091,외계 유물 파편,미지의 문명에서 남긴 정체불명의 물질 조각.,260400,30,3,contraband,trade_good,trade_route,true,true,false,false,trade_route|src_F4|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":86800,""baseSellPrice"":434000,""baseProfit"":347200}",true
tg_092,행성 지도 데이터,미탐사 구역의 상세 지형과 자원 분포 데이터.,186590,30,3,contraband,trade_good,trade_route,true,true,false,false,trade_route|src_F4|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":60750,""baseSellPrice"":312429,""baseProfit"":251679}",true
tg_093,블랙마켓 키,불법 거점이나 보안 구역에 입장할 수 있는 키.,86834,30,3,contraband,trade_good,trade_route,true,true,false,false,trade_route|src_F4|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":26050,""baseSellPrice"":147617,""baseProfit"":121567}",true
tg_094,유전자 설계도,특정 생물종의 유전자 조작 및 배양을 위한 청사진.,360177,30,3,contraband,trade_good,trade_route,true,true,false,false,trade_route|src_F3|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":164900,""baseSellPrice"":555453,""baseProfit"":390553}",true
tg_095,기업 기밀 데이터,기업간 분쟁에서 유용하게 쓰이는 유출 데이터.,234450,30,3,contraband,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F2,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F2"",""srcRegion"":""N"",""dstRegion"":""S"",""baseBuyPrice"":104200,""baseSellPrice"":364700,""baseProfit"":260500}",true
tg_096,폐기물 압축 덩어리,재활용 가치가 있는 산업 폐기물 덩어리.,360,30,1,mineral,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F2,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F4"",""srcRegion"":""E"",""dstRegion"":""N"",""baseBuyPrice"":160,""baseSellPrice"":560,""baseProfit"":400}",true
tg_097,워프 코어 시제품,아직 안정성이 검증되지 않은 차세대 이동 엔진.,751520,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F1|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":341600,""baseSellPrice"":1161440,""baseProfit"":819840}",true
tg_098,고체 가공 산소,가스 형태보다 보관이 용이한 고체형 호흡제.,850,30,2,food,trade_good,trade_route,true,true,false,false,trade_route|src_F4|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F3"",""dstFactionCode"":""F2"",""srcRegion"":""E"",""dstRegion"":""S"",""baseBuyPrice"":340,""baseSellPrice"":1360,""baseProfit"":1020}",true
tg_099,수리용 나노 용액,함선의 미세한 균열을 스스로 찾아가 메우는 액체.,10592,30,3,tech,trade_good,trade_route,true,true,false,false,trade_route|src_F2|dst_F4,"{""tradeRoute"":true,""srcFactionCode"":""F2"",""dstFactionCode"":""F3"",""srcRegion"":""S"",""dstRegion"":""E"",""baseBuyPrice"":6150,""baseSellPrice"":15033,""baseProfit"":8883}",true
tg_100,프로토타입 칩,성능을 알 수 없으나 희귀한 실험용 회로.,460107,30,3,contraband,trade_good,trade_route,true,true,false,false,trade_route|src_F4|dst_F1,"{""tradeRoute"":true,""srcFactionCode"":""F4"",""dstFactionCode"":""F3"",""srcRegion"":""N"",""dstRegion"":""E"",""baseBuyPrice"":138900,""baseSellPrice"":781313,""baseProfit"":642413}",true
